cycle,px_hex,py_hex,v_hex,theta_hex,delta_hex,a_hex,z_hex,p11_hex,p22_hex,p33_hex,p44_hex,p55_hex,p66_hex,p77_hex
463,FFFFFBACD3C7,FFFFCE4455D0,FFFFE2E0579C,FFFFFEE64E82,000008F0252E,0000030B46F8,00000C02157B,000000EDF609,000000E85593,00017C5128D2,00000E756892,000000FC5987,0001E2153784,000000E7AFF6
464,FFFFFCF3A955,FFFFCDFC4F55,FFFFDD111B82,FFFFFDC6DD0B,0000091576FD,FFFFFFFD30E7,00000BDDD926,000000FEBFF2,000000EDFCFB,0001639EAF4F,0000032C336F,000000FDA593,0001DB18FCD4,000000E7AFF5
465,FFFFFD04FFB2,FFFFCD2D4510,FFFFDA8FE730,000000F543BB,00000913B2F6,FFFFFEA6527A,00000B945BF6,000000EB61AB,000000FC1853,000152F816ED,000006B108DD,000000F8AA1B,0001D66218D7,000000E7AFF6
466,FFFFFD60305F,FFFFCD5BE905,FFFFD9F07A26,FFFFFF9EE60C,00000909EFDE,FFFFFE53E89E,00000B5B946D,000000ECEB03,0000011EA27E,00014E8E8124,000001A9FFE5,000000FE909A,0001D51618EC,000000E7AFF5
467,FFFFFDFD882E,FFFFCE042594,FFFFDC8DF16B,FFFFFE7219A2,00000931C255,FFFFFFCAC183,00000BC12BB0,000000FDA921,00000109ECD4,00014AAD20C5,000003966C88,000000F9BEE9,0001D3D0C7C8,000000E7AFF6
468,FFFFFEC2BAB9,FFFFCD6F1F11,FFFFD972019E,0000011CC995,000009387081,FFFFFE248BC2,00000B5C25F0,000000E7283D,000000F28A57,00013FFF5120,00000E35688F,000000FBF6C4,0001D0EF48E1,000000E7AFF5
469,FFFFFF12F3AB,FFFFCD6AC58A,FFFFDA909F67,0000002AC9B6,0000091D8140,FFFFFEBD11AE,00000B73D2C1,000000E128F3,0000011242D9,00014EEB72E1,0000020A611E,000000FBD5B5,0001D566998D,000000E7AFF6
470,FFFFFFB694E1,FFFFCDB6F4A9,FFFFD87AF1DA,0000000C0D75,0000090F602A,FFFFFD9948F4,00000BBC4DB8,000000EF4D89,000000F340A2,00015A681A91,00000621B972,000000F9CD9B,0001D89DDA7F,000000E7AFF5
471,000000D51A87,FFFFCD3471BF,FFFFD3A7319A,FFFFFF04AFC3,000008E216ED,FFFFFAF47B89,00000C13A6B2,000000EE9202,0000010C6656,000157C58641,000002F2FAB7,000000F6E2F8,0001D77764E3,000000E7AFF6
472,000000EED1BB,FFFFCD732257,FFFFD749C6C6,0000004B3665,000008F4BAD6,FFFFFCFC6F02,00000C7F7EE1,00000111A55F,000000FC060D,00014B4EBE5E,00000D8CD3C5,000000FE92CB,0001D3DC7C7F,000000E7AFF5
473,000001283C74,FFFFCD940463,FFFFD848207B,FFFFFFCC28FF,00000902E6C8,FFFFFD93D5F5,00000CA529BC,000000E4528A,000000FC061D,0001443422D0,00000619F4F8,000000FBCFD5,0001D1A416CC,000000E7AFF6
474,000001664E60,FFFFCD33C02D,FFFFD94A6A94,FFFFFE4B244D,0000090FC66F,FFFFFE2982CE,00000C15FDD9,000000F16A2C,000000E32CF8,00013CFB8A3E,000001324FC3,000000F94F15,0001CF5934DA,000000E7AFF5
475,000000F06CBA,FFFFCE1507C9,FFFFE3858B6F,000000BBF7B3,0000093E4B03,000003C087ED,00000BAE91B7,000000F4B7C8,000000FFF4B6,00013381707F,000009896F94,000000FE93D3,0001CC9C0995,000000E7AFF6
476,0000015392F0,FFFFCDD0080C,FFFFE2B59E3F,FFFFFFF6E172,00000928E787,0000033CD87D,00000BD7B0EA,000000EC2DAD,00000129D45D,000131C15887,000002AE9C17,000000FD433B,0001CC4187A2,000000E7AFF5
477,00000230318A,FFFFCE1F148E,FFFFE208A7A3,FFFFFFBFB79B,0000091490EF,000002C6B778,00000BACC147,000000E80E57,00000108D11F,00012EA31B9D,0000037A95A3,000000FEA3C9,0001CB65D08A,000000E7AFF6
478,000002B333F0,FFFFCE0F492F,FFFFE2275F48,FFFFFF12E42E,0000090EEE12,000002CC0B6E,00000BA9A8DF,000000E98378,00000106EFAF,000126EE571C,0000035122E7,000000FE1F2E,0001C929D6D9,000000E7AFF5
479,000003E8B40A,FFFFCE26B5AB,FFFFE075BB1F,FFFFFE22D388,0000090809EA,000001D6D090,00000BF5C5F0,000000F20AA8,00000100A5BA,0001360301A3,00000926CAB8,000000FE16C9,0001CDD31EEA,000000E7AFF6
480,00000473E093,FFFFCE6E9162,FFFFE25B9CB8,000000AD65B7,0000091890CA,000002E54CD3,00000BFDC586,000000E7C1DF,000000FCC973,0001400AE83B,00000EB703BD,000000FEE293,0001D0EE255B,000000E7AFF5
481,00000445B9CA,FFFFCE85CB30,FFFFE38978C8,FFFFFFB9CFB9,000009211D76,00000387CF20,00000BC0A8BE,000000FA4BCA,0000010EDE77,000148835D2C,00000300EF76,000000FFA0D7,0001D3669239,000000E7AFF6
482,0000049B28F3,FFFFCE84D6DD,FFFFE3A4A442,FFFFFF834EFE,00000925CB71,0000038F54C6,00000C2D1ACB,000000F182BF,000000E56BDA,00014A18BE5E,0000060BA07E,000000FF4B76,0001D3AB9323,000000E7AFF5
483,000005591040,FFFFCE56F42D,FFFFE2D3717F,FFFFFE51020D,000009229853,000003104B64,00000C9C8AB5,000000F54B59,000000EA2AAE,00013FE2C79B,0000017E84E4,000000FFCF4F,0001D0B389B8,000000E7AFF6
484,000005CE6824,FFFFCF0C3CC4,FFFFEB14B637,00000224FF90,00000915B6D3,000007811051,00000C8E5A41,000000F09E41,000000EFDB93,00013DF04221,00000D0E200C,00000100040A,0001D0413181,000000E7AFF5
485,00000571A0F7,FFFFCF23E03D,FFFFEA702D92,FFFFFFDF94D8,00000919A097,0000071363D4,00000C75A677,000000F7ECA6,000000EB2E43,0001472C3667,000006917E56,000000FEA0DC,0001D331EAA1,000000E7AFF6
486,000006D7A07A,FFFFCEEBB1A8,FFFFE92AEA6C,FFFFFF065871,0000090CDBBE,0000063DC390,00000C3AF6C3,000000F6FF64,000000E2AC39,000153C912AE,0000018A4871,000001000CA0,0001D6E6D5C6,000000E7AFF5
487,000006EE2A4F,FFFFCEA99D83,FFFFE9D4E772,FFFFFF49C1E9,0000090A47D6,0000068873AA,00000BD98775,000000F66995,000000E58A09,0001526032B2,000005978287,000000FF6315,0001D68C4748,000000E7AFF6
488,00000764DB5A,FFFFCED7A692,FFFFE8FEF311,FFFFFEE9EC28,0000090D9021,000006024ABB,00000C5F461E,000000EE4F96,000000E888D9,00015E17648C,000002E7DA47,0000010010E7,0001D9FC82C3,000000E7AFF5
489,0000082FA45A,FFFFCE381590,FFFFE4B04D3F,FFFFFE407C50,00000921FB3B,000003A89678,00000C595CAE,000000EBF111,000000F07B7F,00016004A0E2,0000057D1778,000000FF3543,0001DA9B5459,000000E7AFF6
490,000009064133,FFFFCDF3509D,FFFFE188FF2B,FFFFFE6F4C09,0000094EAEE5,0000021112E1,00000C26E4FC,000000E92851,000000E81FC5,0001548BDAF1,00000D563AEC,000000FBB04C,0001D77B6C1F,000000E7AFF5
491,0000097643C2,FFFFCDDA8CEF,FFFFE17A7148,FFFFFEDD66BE,0000095B4B76,0000020F47C5,00000C425056,000000E799EB,000000F3EA17,000145244736,00000D4547C1,000000F991E2,0001D37982E1,000000E7AFF6
492,000009C838E6,FFFFCE5B2268,FFFFE264903A,FFFFFE7FB159,00000966558B,000002909061,00000BDA6F2D,0000010A3B40,000000F2936D,000155CC4429,0000090C1B56,000000FF1A94,0001D86A2A4F,000000E7AFF5
493,00000A27ED73,FFFFCE9AF44F,FFFFE33A4D99,FFFFFEA7FC8D,00000972F4DA,0000030793B0,00000BBBBAFD,000000EBADDC,000000E62A78,00015AEE4CD7,00000DBC947E,000000FC25DA,0001DA368A29,000000E7AFF6
494,00000B6F70B9,FFFFCE69B070,FFFFDE3606FE,FFFFFEF7D0D0,000009A32810,00000070C8A7,00000BD601E6,000000F92B29,000000E450E0,0001525E7748,00000DC46C54,000000FC4BC6,0001D807D3BF,000000E7AFF5
495,00000C2F4472,FFFFCE29B64E,FFFFDE149D05,FFFFFF06E9A1,000009A6BD2D,000000646957,00000B4975EA,000001176A74,000000E555B1,000163F06EB1,00000DE81AA1,000000FFFE02,0001DD294B06,000000E7AFF5
496,00000B878CC1,FFFFCF120710,FFFFE20090E8,FFFFFF8E05F1,00000999E31D,0000027709E8,00000B48E460,00000113664F,000000EB2B0E,0001695AFF0E,00000CF095B8,000000FFF40A,0001DEAE7E1B,000000E7AFF6
497,00000D51F18F,FFFFCEC5612F,FFFFDC45FE1D,FFFFFE934822,0000099014A5,FFFFFF4766A7,00000B82FC75,000001113B0D,000000F35CF5,00016EBE7FE6,0000060E76DE,000000FD67F6,0001E02F0909,000000E7AFF5
498,00000E216446,FFFFCFA11DAF,FFFFDF0F98C8,0000023BB94C,000009AAA8E2,000000EEE432,00000C407184,000000EC545F,000000F2B213,000175622CFE,00000A35214C,000000FF5E19,0001E1EB65F8,000000E7AFF6
499,00000E426CA5,FFFFCFDCC80A,FFFFE190A20F,000000AF9F07,00000994761F,00000234B2C9,00000C4D6C57,000000FFAAAB,000000EC547A,00016D047D5B,0000011B9CE9,000000FB1499,0001DFE9FD57,000000E7AFF5
