cycle,px_hex,py_hex,v_hex,theta_hex,omega_hex,a_hex,z_hex,vz_hex,az_hex,p11_hex,p22_hex,p33_hex,p44_hex,p55_hex,p66_hex,p77_hex,p88_hex,p99_hex
404,FFFFE072D2AE,FFFFD8FE6670,FFFFFF4053E6,FFFFFFD8FF49,FFFFFFFFE501,FFFFFFEE2912,00000B95AD17,FFFFFFCFD0DB,000000001146,000001CFA102,0000016365F6,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
405,FFFFE280C4F5,FFFFD850AD5A,FFFFFF407642,FFFFFFD798FD,FFFFFFFFE6D3,000000237B5A,00000BD50894,FFFFFFD0C311,0000000013A5,000001F9E191,000001290125,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
406,FFFFE0D77033,FFFFDA0D19CE,FFFFFF3FD583,FFFFFFD5291A,FFFFFFFFE5D2,FFFFFFF87287,00000B75E23D,FFFFFFCF6117,000000001011,000001FC850C,000001A5B46C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
407,FFFFE256C0F5,FFFFD93E5BBB,FFFFFF404512,FFFFFFDADA57,FFFFFFFFE8D9,000000157ABA,00000BCD1A62,FFFFFFD0AD13,000000001358,000001FCA2BB,00000138A0B5,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
408,FFFFE250546A,FFFFD8114118,FFFFFF403359,FFFFFFDFEC75,FFFFFFFFEAEF,000000085BB2,00000BE295FA,FFFFFFD101CF,00000000142D,000001FA7A9D,00000176B704,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
409,FFFFE28527FC,FFFFD85EB263,FFFFFF40C361,FFFFFFDD59A0,FFFFFFFFEAC2,00000004A7DB,00000CB8993C,FFFFFFD42AA2,000000001C27,00000144C1D3,000001FABB63,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
410,FFFFE24CE618,FFFFD5C9D84E,FFFFFF419A89,FFFFFFDAC667,FFFFFFFFEAB3,FFFFFFF5BA16,00000C6CC379,FFFFFFD31138,000000001951,0000012BA91A,000001F93D24,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
411,FFFFE3E0FE2E,FFFFD6716580,FFFFFF46A39B,00000004DD6B,FFFFFFFFED1F,00000000EE62,00000CDBF6AF,FFFFFFD4B73D,000000001D72,0000012B9C8F,000001F81FE1,000001000000,000001000000,000001000000,000001000000,00000121649A,000001000000,000001000000
412,FFFFE49710D5,FFFFD5EF62FA,FFFFFF43978A,FFFFFFFC426F,FFFFFFFFECC9,FFFFFFFDCC41,00000CC0063F,FFFFFFD451F2,000000001C5C,00000128A0F7,000001FF6FDB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
413,FFFFE51D5FA9,FFFFD5E62C4E,FFFFFF46A15C,00000002F808,FFFFFFFFECE5,FFFFFFFFDE67,00000C66AEA8,FFFFFFD305B4,0000000018FF,000001269F01,000001FF5126,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
414,FFFFE4CCD028,FFFFD4F69097,FFFFFF45A901,000000014FE2,FFFFFFFFECF0,FFFFFFFB72B2,00000C045231,FFFFFFD19799,000000001554,000001230916,000001FF83CC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
415,FFFFE48BF150,FFFFD5BC9A93,FFFFFF44BC70,FFFFFFFF9CB4,FFFFFFFFECE9,000000030E84,00000BBA3E14,FFFFFFD084DC,000000001292,0000012138DE,000001FF8FCD,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
416,FFFFE4FBF225,FFFFD3E04612,FFFFFF424DE0,FFFFFFFB0B3F,FFFFFFFFECCC,FFFFFFF81F27,00000BF09EF0,FFFFFFD15543,00000000149A,00000122383B,000001FF9312,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
417,FFFFE5BAEF6A,FFFFD3327777,FFFFFF4B468D,000000051EBD,FFFFFFFFECC9,FFFFFFF98964,00000C174AA5,FFFFFFD1EA8D,00000000160A,00000125DB6E,000001FF85E4,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
418,FFFFE671A2FC,FFFFD3A8E460,FFFFFF4D3AFB,00000006B46E,FFFFFFFFEC70,FFFFFFFFCD3B,00000CA7FD26,FFFFFFD40E9D,000000001B6C,0000011EBE10,000001FF5068,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
419,FFFFE6C3F09A,FFFFD3EEDAD8,FFFFFF4EF75F,0000000956A8,FFFFFFFFEC5B,000000015FBB,00000C6493DD,FFFFFFD314DC,0000000018E7,0000011F3499,000001FF2BB5,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
420,FFFFE71B4D54,FFFFD4702372,FFFFFF50EB8B,0000000694D0,FFFFFFFFEC32,00000003434B,00000C7063F0,FFFFFFD34515,000000001955,0000012217C8,000001FEB8EE,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
421,FFFFE6FCBF9A,FFFFD458EAA9,FFFFFF50ECC7,000000069054,FFFFFFFFEC3B,000000012D0F,00000BC3559F,FFFFFFD0BE01,0000000012DE,0000011F79C7,000001FF3BDF,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
422,FFFFE7738C2C,FFFFD302A489,FFFFFF530B92,00000004E2D0,FFFFFFFFEC2B,FFFFFFFA0860,00000B935DF8,FFFFFFD00D76,000000001112,000001239A38,000001FF5FE2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
423,FFFFE85DF13D,FFFFD4BE283C,FFFFFF56A897,0000000901B2,FFFFFFFFEBCF,000000065F58,00000BF0F400,FFFFFFD1714B,000000001480,000001227B75,000001FF6782,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
424,FFFFE83E5117,FFFFD32A6771,FFFFFF565F5A,00000008F2ED,FFFFFFFFEBB9,FFFFFFFAEB90,00000C6481E4,FFFFFFD327CC,0000000018D3,000001228944,000001FF1FE6,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
425,FFFFE8BDD037,FFFFD582299A,FFFFFF58ED22,000000097D3A,FFFFFFFFEB69,00000009B5E8,00000C6275AC,FFFFFFD323DF,0000000018B9,00000122359B,000001FEFCCA,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
426,FFFFE9515BEC,FFFFD2AC9EBC,FFFFFF5AC892,0000000C6D2D,FFFFFFFFEB92,FFFFFFF552C3,00000C490931,FFFFFFD2C80D,0000000017C0,0000012256B4,000001FF1E73,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
427,FFFFE9B4AD63,FFFFD377545B,FFFFFF5C560F,00000008FC85,FFFFFFFFEB2A,FFFFFFFF77F3,00000C84CC69,FFFFFFD3AC9F,0000000019F2,000001232D9F,000001FE7719,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
428,FFFFE9F2D509,FFFFD142147B,FFFFFF5CD6BD,00000009F0E4,FFFFFFFFEB32,FFFFFFF56A95,00000BA8A844,FFFFFFD0746E,0000000011B9,000001208902,000001FF372C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
429,FFFFEAB63FE7,FFFFD1388265,FFFFFF5F80B5,000000059DF8,FFFFFFFFEACD,FFFFFFFB1FC0,00000AFE98BE,FFFFFFCDF8A6,000000000B57,00000121FF40,000001FF01D6,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
430,FFFFEB424661,FFFFD4A78317,FFFFFF621964,000000071E86,FFFFFFFFEAAD,0000000E5C1D,00000B584EC8,FFFFFFCF4DF9,000000000EAA,000001222B53,000001FF8A56,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
431,FFFFEBFE4E0B,FFFFD2093F55,FFFFFF667C01,00000009BC6B,FFFFFFFFEADE,FFFFFFF78C42,00000B88F125,FFFFFFD008CC,00000000107A,00000124758C,000001FF69A8,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
432,FFFFECAEF6D6,FFFFD1754244,FFFFFF684DF3,00000007695C,FFFFFFFFEA7D,FFFFFFF9CEA3,00000BC9C5AA,FFFFFFD1007F,0000000012E1,000001225FB0,000001FF352D,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
433,FFFFED0FBE3A,FFFFD0EC7238,FFFFFF69A7BB,00000007728A,FFFFFFFFEA60,FFFFFFFB598E,00000C361541,FFFFFFD29BB9,0000000016E9,000001225CE0,000001FF7100,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
434,FFFFED47534A,FFFFD0A8B167,FFFFFF6A58EB,000000077273,FFFFFFFFEA4A,FFFFFFFD2B2B,00000C510EE7,FFFFFFD30502,0000000017E6,00000121E160,000001FF6BEC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
435,FFFFED4CE248,FFFFD145B17B,FFFFFF6A8BD5,000000077AED,FFFFFFFFEA45,00000001E394,00000C2FB997,FFFFFFD28B6E,0000000016A3,00000121BB20,000001FF70B1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
436,FFFFEE2FD177,FFFFD17D7094,FFFFFF6E1245,0000000793C3,FFFFFFFFEA31,000000018048,00000C18D3DA,FFFFFFD23918,0000000015B6,0000012246C4,000001FF6997,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
437,FFFFEECF06F8,FFFFD240439B,FFFFFF70E44B,00000007B7C2,FFFFFFFFEA14,00000003F00C,00000C3FF488,FFFFFFD2D013,000000001723,00000121C4EC,000001FF7348,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
438,FFFFEF28021C,FFFFCF68DB53,FFFFFF71DDCB,000000083CB5,FFFFFFFFEA20,FFFFFFF4552C,00000BC2C617,FFFFFFD0FD0E,000000001275,00000121BFFD,000001FF741F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
439,FFFFEF6C0111,FFFFCFF2EC95,FFFFFF72BE6F,000000079ABF,FFFFFFFFE9EF,FFFFFFFE2B07,00000BC3D65C,FFFFFFD104E5,00000000127B,000001227B01,000001FF60BA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
440,FFFFEFDBF71E,FFFFD0EC0C17,FFFFFF749383,000000083A84,FFFFFFFFE9E0,00000003C888,00000BCF25FC,FFFFFFD13341,0000000012DF,00000121D6ED,000001FF73A8,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
441,FFFFF079477A,FFFFD04B9BAB,FFFFFF76E6A3,000000095FAE,FFFFFFFFE9F4,FFFFFFFE519E,00000B261AF8,FFFFFFCEBB4A,000000000C86,00000121D5DD,000001FF72C4,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
442,FFFFF08AA456,FFFFCFF94451,FFFFFF7715F7,00000009645F,FFFFFFFFE9EB,FFFFFFFE0719,00000B00BE00,FFFFFFCE32A7,000000000B22,00000121C6D8,000001FF540F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
443,FFFFF14513DC,FFFFD174097A,FFFFFF7A555C,00000009AF64,FFFFFFFFE9AD,00000005E952,00000BC94070,FFFFFFD128A9,000000001299,00000121CAD8,000001FF55B3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
444,FFFFF1A13C55,FFFFD14E8420,FFFFFF7BE62D,0000000B4F7C,FFFFFFFFE9B6,000000012A06,00000BE64B0E,FFFFFFD199B8,0000000013AD,00000121F327,000001FF5BDA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
445,FFFFF210C624,FFFFCF11F53E,FFFFFF7D0E69,0000000B6743,FFFFFFFFE9A2,FFFFFFF64BD6,00000BCEFCE4,FFFFFFD145E2,0000000012CA,000001222B6B,000001FF34C0,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
446,FFFFF2750593,FFFFCFB8D570,FFFFFF7E752F,00000008FD43,FFFFFFFFE95F,FFFFFFFF3AB0,00000BEAC0B1,FFFFFFD1B223,0000000013D1,00000122B924,000001FF37E2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
447,FFFFF3699A89,FFFFCF6D9345,FFFFFF7EA300,0000000FC638,FFFFFFFFE7D1,FFFFFFC8B277,00000C5B9387,FFFFFFD35E4E,000000001802,000001812C57,0000018025EC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
448,FFFFF562FAFE,FFFFCDF7646B,FFFFFF7BCB36,000000444899,FFFFFFFFE832,FFFFFFA70667,00000B494B81,FFFFFFCF5A79,000000000DC0,000001E6696C,000001E33DAA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
449,FFFFF5EDEADA,FFFFCDEB94B4,FFFFFF7BD90C,00000041DE53,FFFFFFFFE8A8,FFFFFFF08B26,00000B7135C5,FFFFFFCFF484,000000000F4A,000001FEBE4F,000001F9A114,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
450,FFFFF449535C,FFFFCD95F5F9,FFFFFF7E74B7,00000040820B,FFFFFFFFE96F,0000000934E7,00000BD1650B,FFFFFFD1622E,0000000012E6,000001FEAB1F,00000193E8F1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
451,FFFFF57D3C23,FFFFCE209067,FFFFFF81D09B,0000004E28A1,FFFFFFFFEB14,000000019E55,00000AED1002,FFFFFFCE0B2C,000000000A4E,000001574271,000001F451EB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
452,FFFFF562917B,FFFFCF194273,FFFFFF832C9A,0000004EAC9C,FFFFFFFFEAEF,00000004BF41,00000AC1CEA5,FFFFFFCD6C63,0000000008AB,0000014A65E1,000001DF411D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
453,FFFFF62F5ED4,FFFFCE6F3693,FFFFFF853DBB,00000053268F,FFFFFFFFEB5B,FFFFFFFCED49,00000B644A1A,FFFFFFCFD36C,000000000EBB,000001447144,000001E05748,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
454,FFFFF7022CDE,FFFFCD83D638,FFFFFF864F8F,00000050B4BA,FFFFFFFFEAB0,FFFFFFF95895,00000C0503B1,FFFFFFD233C9,0000000014BE,0000014B8830,000001D71EF3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
455,FFFFF72AF96C,FFFFCE641F56,FFFFFF879A49,0000004D52F0,FFFFFFFFE9F1,00000000CC3A,00000BA69E48,FFFFFFD0D488,00000000112F,00000146A83B,000001E195B1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
456,FFFFF79E549A,FFFFCD938FA4,FFFFFF88567F,0000004DF407,FFFFFFFFE9FE,FFFFFFFC3B6E,00000BB06960,FFFFFFD0FD31,00000000118C,000001386C98,000001E86F21,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
457,FFFFF9081BA7,FFFFCC948122,FFFFFF8BF246,0000004635B1,FFFFFFFFE8AA,FFFFFFF812FF,00000B314936,FFFFFFCF22DA,000000000CBC,0000013AA891,000001E79452,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
458,FFFFFAE06EB8,FFFFCDA78731,FFFFFF8BE499,000000480237,FFFFFFFFE6FD,FFFFFFEBE13F,00000B372FC7,FFFFFFCF3CE3,000000000CED,000001FEEC2F,00000165C23D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
459,FFFFFAF0F052,FFFFCDDEC8E1,FFFFFF8BAB82,000000466AA0,FFFFFFFFE72E,FFFFFFF9EAA8,00000C2174ED,FFFFFFD2B1E3,0000000015B0,000001FEB845,000001AEADF1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
460,FFFFFB11F264,FFFFCDD8465B,FFFFFF8B8D14,000000463903,FFFFFFFFE71B,FFFFFFFACBF1,00000CD598C7,FFFFFFD55B3A,000000001C6B,000001FEA47A,00000151F350,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
461,FFFFFA47CACF,FFFFCE728E31,FFFFFF8C0CF2,000000468E7F,FFFFFFFFE59C,00000003436E,00000C9CB90E,FFFFFFD48907,000000001A49,000001FEB5AD,0000013EE91C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
462,FFFFFCB9BBCD,FFFFCEF3E47C,FFFFFF8C0FE6,000000457681,FFFFFFFFE373,FFFFFFE6F191,00000C5F770A,FFFFFFD3A661,0000000017F8,000001FDF65D,0000012DBEB3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
463,FFFFFB26A5CE,FFFFCED39A7D,FFFFFF8AA2DA,0000004293F2,FFFFFFFFE3FC,0000000B9051,00000BF67F1E,FFFFFFD21F5D,00000000140E,000001FE2712,000001B55174,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
464,FFFFFE6129D8,FFFFCE3119E5,FFFFFF8A0B97,00000041CAD8,FFFFFFFFE3C5,FFFFFFDE714B,00000BD018B5,FFFFFFD192B5,00000000129C,000001FE007E,00000167ABCC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
465,FFFFFD186CFF,FFFFCD017B37,FFFFFF89F76D,0000003D5158,FFFFFFFFE499,0000000A9849,00000B7F4AA5,FFFFFFD066A3,000000000F9D,000001FDF979,000001D04A76,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
466,FFFFFE9485AE,FFFFCD1AD2CC,FFFFFF89DA89,0000003C8BEA,FFFFFFFFE3B2,FFFFFFEE1C97,00000B447B48,FFFFFFCF8D49,000000000D69,000001FDDD43,0000016CD0BB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
467,FFFFFE6DDB80,FFFFCED9D7C1,FFFFFF8A04E5,00000040EAE3,FFFFFFFFE294,FFFFFFFA4A2A,00000BC1F495,FFFFFFD1690E,000000001211,000001FD8F31,00000197F4F8,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
468,FFFFFF5F39F6,FFFFCE1CB8F7,FFFFFF89053A,0000003FAF4E,FFFFFFFFE504,FFFFFFF1C92D,00000B4BFC54,FFFFFFCFB134,000000000DAC,000001FDFB24,00000141EC0C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
469,0000005DCA6C,FFFFCDF3FC4D,FFFFFF8870D7,0000003EB677,FFFFFFFFE5AA,FFFFFFF11E44,00000B6CA591,FFFFFFD02FEC,000000000EE8,000001FDE727,0000017CBD6C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
470,000000B691BA,FFFFCE806306,FFFFFF884C62,0000003EF6F3,FFFFFFFFE570,FFFFFFF6F634,00000BC2A311,FFFFFFD17732,000000001224,000001FE49A1,00000187C0F0,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
471,000002030137,FFFFCDE5AEB4,FFFFFF87A830,0000003D7CF4,FFFFFFFFE6EF,FFFFFFF11F36,00000C24FF02,FFFFFFD2ECF9,0000000015DA,000001FDD67F,0000015DC564,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
472,0000007206F1,FFFFCE4412B3,FFFFFF87D3F6,0000003D8192,FFFFFFFFE6DB,00000009619F,00000C9B2775,FFFFFFD4AD2A,000000001A43,000001FDA27D,0000018CA745,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
473,000001603C5E,FFFFCE367694,FFFFFF87DD6A,0000003C8B42,FFFFFFFFE5DF,FFFFFFF47A37,00000CBC4522,FFFFFFD52D75,000000001B7D,000001FE4435,000001627354,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
474,00000101C762,FFFFCD9728BB,FFFFFF8455BA,00000037E374,FFFFFFFFE70D,00000001B656,00000C0D6ED2,FFFFFFD29F9B,0000000014F6,000001FDF54D,00000174A7FA,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
475,FFFFFFE58396,FFFFCE9196EB,FFFFFF84B6D3,00000036DF35,FFFFFFFFE295,0000000A3B01,00000B981239,FFFFFFD0E9F2,00000000108B,000001FDE22C,0000012E81DB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
476,0000022503D9,FFFFCDE21393,FFFFFF84BFA8,00000037B8C9,FFFFFFFFE2CF,FFFFFFE33405,00000BCF41FF,FFFFFFD1BD54,00000000129A,000001FD4AB3,00000156B16A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
477,000003B1B6E6,FFFFCEF33951,FFFFFF8430DC,00000037A09A,FFFFFFFFE2CB,FFFFFFE4A75B,00000B9FF27B,FFFFFFD10F34,0000000010D5,000001FC72A1,000001C0EB0D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
478,0000033AE4FE,FFFFCE9AA31D,FFFFFF85742E,00000033AD0C,FFFFFFFFE375,00000000E620,00000BA062AE,FFFFFFD114B4,0000000010DE,000001FCD108,000001BE21C7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
479,00000577D7E5,FFFFCEABC44F,FFFFFF84D4D8,00000033AFA3,FFFFFFFFE382,FFFFFFE0A794,00000BFB5B3C,FFFFFFD26EB0,000000001442,000001FB413B,0000013E886D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
480,0000050D28E6,FFFFCF6A1F3E,FFFFFF84B940,000000331410,FFFFFFFFE3A4,FFFFFFFE24BB,00000C02074C,FFFFFFD28B91,000000001485,000001FCE1DD,000001C94B73,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
481,00000392DB45,FFFFCF073DF6,FFFFFF84CD8C,0000003031CA,FFFFFFFFE4D6,000000137BA5,00000BB913D1,FFFFFFD17CF7,0000000011CC,000001FCBF3F,00000139991F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
482,000004D63923,FFFFCEBBD99B,FFFFFF849E5E,0000002F91FA,FFFFFFFFE463,FFFFFFF1F605,00000C38EA94,FFFFFFD36196,000000001694,000001FD3D2E,000001A229D0,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
483,000005DFC9A8,FFFFCECCD8C2,FFFFFF842AE5,0000002F1FFF,FFFFFFFFE4C4,FFFFFFED462F,00000CB53E2A,FFFFFFD538FA,000000001B3D,000001FCB1CC,000001834F43,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
484,000006A4D7A4,FFFFD0AE38D5,FFFFFF817CFA,00000032C6AC,FFFFFFFFE3C7,FFFFFFEB1491,00000C9B5468,FFFFFFD4DB34,000000001A3F,000001FBE59F,0000019F6706,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
485,0000051CB199,FFFFCFA1A7B9,FFFFFF815D29,00000030FB51,FFFFFFFFE511,000000122DFF,00000C7975BF,FFFFFFD45F92,000000001904,000001FD252B,000001A79E8E,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
486,0000089E0188,FFFFCF1EF16F,FFFFFF80923C,0000002FD16A,FFFFFFFFE4CB,FFFFFFD187BA,00000C338175,FFFFFFD35C2F,00000000165F,000001FD065F,000001A02A5D,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
487,000006A8446D,FFFFCE8982A8,FFFFFF7EBD30,0000002D9D6E,FFFFFFFFE562,00000016BF49,00000BC4B230,FFFFFFD1BF37,000000001243,000001FC9851,000001E74708,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
488,000007BACE73,FFFFCF008201,FFFFFF7EA487,0000002A3386,FFFFFFFFE473,FFFFFFF09CAB,00000C66A5BA,FFFFFFD4241F,00000000184D,000001FC353C,000001B81F84,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
489,00000936868B,FFFFCE1AB5C1,FFFFFF7DBB5A,000000252435,FFFFFFFFE61B,FFFFFFE50A2C,00000C5C9263,FFFFFFD401FD,0000000017F1,000001FBA6F7,000001885ADA,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
490,00000A85FF41,FFFFCE5A6300,FFFFFF7D1132,00000024CCBD,FFFFFFFFE65D,FFFFFFE25258,00000C205B22,FFFFFFD3233F,0000000015B2,000001FB7106,000001C7E895,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
491,000009D643F2,FFFFCE4E03C3,FFFFFF7C17F9,000000233CE6,FFFFFFFFE6BB,000000058DB3,00000C41ECD1,FFFFFFD3A549,0000000016F5,000001FB4089,000001D0D23D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
492,00000A2CE235,FFFFCED108C1,FFFFFF7C6898,0000003F8C87,FFFFFFFFE47B,FFFFFFF7EF5C,00000BC918B1,FFFFFFD1E290,00000000126C,000001FB9F71,00000144EC0A,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
493,00000A5DC45D,FFFFCF7BA16A,FFFFFF7CC0D5,0000003DA551,FFFFFFFFE338,FFFFFFF9F93C,00000BAB2E91,FFFFFFD175D0,00000000114D,000001FE4021,00000146B4DA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
494,00000CFEC542,FFFFCF48A584,FFFFFF7BDDB5,0000003CD95D,FFFFFFFFE452,FFFFFFDEA315,00000BCF0573,FFFFFFD20068,0000000012A7,000001FDFCEE,000001393B36,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
495,00000CB68BC5,FFFFCE364534,FFFFFF7EF236,000000395729,FFFFFFFFE512,00000000DBC4,00000B2E0DFC,FFFFFFCFA6D0,000000000CAC,000001FDE272,000001D294B3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
496,00000AADFE19,FFFFCF686073,FFFFFF813F37,000000395D70,FFFFFFFFE096,00000016EE85,00000B36AD08,FFFFFFCFCB0F,000000000CFB,000001FD4F81,0000013E1249,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
497,00000F40A37D,FFFFCEEB62D3,FFFFFF802CE4,000000378FE6,FFFFFFFFE03B,FFFFFFC00CE0,00000B7FF96A,FFFFFFD0E28C,000000000FB1,000001FCBB69,000001A200EF,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
498,00000EC95993,FFFFD1C10711,FFFFFF7FD8D6,000000383C7B,FFFFFFFFE037,FFFFFFF121DD,00000C5C0DA2,FFFFFFD42221,0000000017F5,000001FD1578,000001ECFF74,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
499,00000EE3A758,FFFFD14F79CE,FFFFFF7F8942,000000351647,FFFFFFFFE156,FFFFFFFC67E6,00000C6090AF,FFFFFFD436D6,000000001822,000001FC4B9D,0000017AE0DF,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
